Sources	BLS10_2_phage_scaffolds_rijen21.fasta	BLS10_7_phage_scaffolds_rijen21.fasta	BLS10_m1_phage_scaffolds_rijen21.fasta	BLS11_2_phage_scaffolds_rijen21.fasta	BLS11_7_phage_scaffolds_rijen21.fasta	BLS11_m1_phage_scaffolds_rijen21.fasta	BLS12_2_phage_scaffolds_rijen21.fasta	BLS12_7_phage_scaffolds_rijen21.fasta	BLS12_m1_phage_scaffolds_rijen21.fasta	BLS13_2_phage_scaffolds_rijen21.fasta	BLS13_7_phage_scaffolds_rijen21.fasta	BLS13_m1_phage_scaffolds_rijen21.fasta	BLS1_2_phage_scaffolds_rijen21.fasta	BLS1_7_phage_scaffolds_rijen21.fasta	BLS1_m1_phage_scaffolds_rijen21.fasta	BLS2_2_phage_scaffolds_rijen21.fasta	BLS2_7_phage_scaffolds_rijen21.fasta	BLS2_m1_phage_scaffolds_rijen21.fasta	BLS3_2_phage_scaffolds_rijen21.fasta	BLS3_7_phage_scaffolds_rijen21.fasta	BLS3_m1_phage_scaffolds_rijen21.fasta	BLS4_2_phage_scaffolds_rijen21.fasta	BLS4_7_phage_scaffolds_rijen21.fasta	BLS4_m1_phage_scaffolds_rijen21.fasta	BLS5_2_phage_scaffolds_rijen21.fasta	BLS5_7_phage_scaffolds_rijen21.fasta	BLS5_m1_phage_scaffolds_rijen21.fasta	BLS6_2_phage_scaffolds_rijen21.fasta	BLS6_7_phage_scaffolds_rijen21.fasta	BLS6_m1_phage_scaffolds_rijen21.fasta	BLS7_2_phage_scaffolds_rijen21.fasta	BLS7_7_phage_scaffolds_rijen21.fasta	BLS7_m1_phage_scaffolds_rijen21.fasta	BLS8_2_phage_scaffolds_rijen21.fasta	BLS8_7_phage_scaffolds_rijen21.fasta	BLS8_m1_phage_scaffolds_rijen21.fasta	BLS9_2_phage_scaffolds_rijen21.fasta	BLS9_7_phage_scaffolds_rijen21.fasta	BLS9_m1_phage_scaffolds_rijen21.fasta	BSN10_2_phage_scaffolds_rijen21.fasta	BSN10_7_phage_scaffolds_rijen21.fasta	BSN10_m1_phage_scaffolds_rijen21.fasta	BSN11_2_phage_scaffolds_rijen21.fasta	BSN11_7_phage_scaffolds_rijen21.fasta	BSN11_m1_phage_scaffolds_rijen21.fasta	BSN12_2_phage_scaffolds_rijen21.fasta	BSN12_7_phage_scaffolds_rijen21.fasta	BSN12_m1_phage_scaffolds_rijen21.fasta	BSN13_2_phage_scaffolds_rijen21.fasta	BSN13_7_phage_scaffolds_rijen21.fasta	BSN13_m1_phage_scaffolds_rijen21.fasta	BSN1_2_phage_scaffolds_rijen21.fasta	BSN1_7_phage_scaffolds_rijen21.fasta	BSN1_m1_phage_scaffolds_rijen21.fasta	BSN2_2_phage_scaffolds_rijen21.fasta	BSN2_7_phage_scaffolds_rijen21.fasta	BSN2_m1_phage_scaffolds_rijen21.fasta	BSN3_2_phage_scaffolds_rijen21.fasta	BSN3_7_phage_scaffolds_rijen21.fasta	BSN3_m1_phage_scaffolds_rijen21.fasta	BSN4_2_phage_scaffolds_rijen21.fasta	BSN4_7_phage_scaffolds_rijen21.fasta	BSN4_m1_phage_scaffolds_rijen21.fasta	BSN5_2_phage_scaffolds_rijen21.fasta	BSN5_7_phage_scaffolds_rijen21.fasta	BSN5_m1_phage_scaffolds_rijen21.fasta	BSN6_2_phage_scaffolds_rijen21.fasta	BSN6_7_phage_scaffolds_rijen21.fasta	BSN6_m1_phage_scaffolds_rijen21.fasta	BSN7_2_phage_scaffolds_rijen21.fasta	BSN7_7_phage_scaffolds_rijen21.fasta	BSN7_m1_phage_scaffolds_rijen21.fasta	BSN8_2_phage_scaffolds_rijen21.fasta	BSN8_7_phage_scaffolds_rijen21.fasta	BSN8_m1_phage_scaffolds_rijen21.fasta	BSN9_2_phage_scaffolds_rijen21.fasta	BSN9_7_phage_scaffolds_rijen21.fasta	BSN9_m1_phage_scaffolds_rijen21.fasta	INF10_phage_scaffolds_rijen21.fasta	INF1_phage_scaffolds_rijen21.fasta	INF2_phage_scaffolds_rijen21.fasta	INF3_phage_scaffolds_rijen21.fasta	INF4_phage_scaffolds_rijen21.fasta	INF5_phage_scaffolds_rijen21.fasta	INF6_phage_scaffolds_rijen21.fasta	INF7_phage_scaffolds_rijen21.fasta	INF8_phage_scaffolds_rijen21.fasta	INF9_phage_scaffolds_rijen21.fasta	X3_STUF_phage_scaffolds_rijen21.fasta	X4_STUF_phage_scaffolds_rijen21.fasta	X5_STRA_phage_scaffolds_rijen21.fasta	X6_STRA_phage_scaffolds_rijen21.fasta
BLS13_7_phage_scaffolds_rijen21.fasta	0.08711553	0.07263885	0.07828222	0.10375073	0.06356202	0.08590845	0.1037758	0.047876634	0.092990555	0.09165774	-0	0.09057979	0.090644784	0.0796282	0.0870617	0.09015293	0.08330066	0.08649456	0.10390272	0.08915721	0.0981016	0.08463322	0.071078435	0.089821115	0.08659267	0.082285285	0.07604754	0.08987746	0.084914796	0.09511797	0.085588306	0.09095672	0.09245267	0.07804383	0.07364852	0.07139445	0.08987925	0.09183937	0.055739593	0.07767594	0.087957196	0.04344507	0.086519964	0.09831285	0.07383204	0.06859154	0.09121737	0.08150661	0.103410035	0.09011485	0.10108333	0.07443644	0.079831496	0.057606827	0.08285175	0.09391081	0.06707688	0.09075526	0.07789069	0.08366909	0.08498399	0.098744065	0.08553013	0.07299168	0.089696676	0.08937192	0.0768398	0.09406292	0.09230458	0.06995054	0.09429561	0.09917936	0.061017465	0.10065662	0.0811006	0.07284458	0.087690525	0.08757216	0.12390258	0.12562306	0.10220742	0.1497255	0.1531028	0.11607935	0.09205406	0.14533493	0.12563196	0.11848265	0.12695985	0.13022353	0.106952265	0.11783165
BLS13_m1_phage_scaffolds_rijen21.fasta	0.049888212	0.053916026	0.07330775	0.043874837	0.072255544	0.048923314	0.060647443	0.08899712	0.043631174	0.06279601	0.09057979	-0	0.05445605	0.05316773	0.058071535	0.04313456	0.054802164	0.039726708	0.055230778	0.08304228	0.05793243	0.0641206	0.062316	0.06432165	0.058599968	0.044434708	0.07316705	0.06439155	0.06352185	0.055977277	0.049318418	0.091844425	0.072749935	0.0505616	0.054370508	0.06306905	0.042481307	0.04300699	0.066719525	0.049608108	0.04564493	0.06938546	0.04654467	0.05345389	0.05381901	0.07462488	0.040991496	0.038631964	0.06485892	0.052877665	0.046188112	0.039636396	0.055949554	0.0678378	0.05073345	0.054668687	0.05955195	0.047440562	0.055424187	0.044470422	0.050235387	0.04191154	0.050740656	0.051720068	0.04629571	0.04886388	0.06132241	0.045467485	0.018904028	0.056458626	0.052076902	0.041079715	0.055623274	0.04331311	0.0544459	0.044666924	0.022737654	0.04274189	0.09192719	0.12796886	0.112990804	0.10950793	0.09238622	0.11148392	0.10609234	0.121856496	0.14886332	0.11545774	0.07098975	0.07067524	0.07981765	0.0921053
BLS1_2_phage_scaffolds_rijen21.fasta	0.061264846	0.05262573	0.06488796	0.06337021	0.065704964	0.050205424	0.061296698	0.064165436	0.04955931	0.055257235	0.090644784	0.05445605	-0	0.05809546	0.05387292	0.042351928	0.060801845	0.05377794	0.06674442	0.08066498	0.054557927	0.053813364	0.03383066	0.062980585	0.06506346	0.04190828	0.059896063	0.054050118	0.043310687	0.06324226	0.06256067	0.054610897	0.053591125	0.0540072	0.066377684	0.05478225	0.052117553	0.0658711	0.063450046	0.056428842	0.053133924	0.068630666	0.056030005	0.043125033	0.06115131	0.06230692	0.04620548	0.059165537	0.07311894	0.06312994	0.05624544	0.054300766	0.052722394	0.06122655	0.047178905	0.06434711	0.06755657	0.046766616	0.053608324	0.04406156	0.05707562	0.024946008	0.04924565	0.054174412	0.046343736	0.043709192	0.057309005	0.04848894	0.052086864	0.06234013	0.049092595	0.06084884	0.05495549	0.04481505	0.043441128	0.05399123	0.04735771	0.039976433	0.08526177	0.18537411	0.08457631	0.1200713	0.11953815	0.11102396	0.09473194	0.12321288	0.12864566	0.111786395	0.07745522	0.079704784	0.09343251	0.09394096
BLS1_7_phage_scaffolds_rijen21.fasta	0.049011253	0.050939176	0.06832768	0.060963493	0.0761827	0.053195715	0.06360256	0.09339589	0.041462973	0.06593658	0.0796282	0.05316773	0.05809546	-0	0.051678263	0.045579232	0.044149276	0.056243744	0.050843038	0.06267859	0.062205367	0.03380019	0.050595224	0.05323451	0.045911018	0.048092123	0.06777476	0.052866563	0.05681508	0.07084266	0.046869434	0.07398391	0.0719962	0.05191683	0.05239511	0.058360998	0.04689332	0.05805625	0.07367102	0.050118193	0.046620477	0.07539252	0.05145341	0.054557387	0.05355721	0.07192816	0.04752796	0.05299335	0.06623952	0.039591372	0.05140192	0.0483835	0.056628186	0.06002402	0.048917886	0.066529654	0.04884955	0.05732219	0.057174396	0.047009848	0.042296972	0.049449954	0.048644066	0.034954563	0.046318308	0.04223105	0.041141745	0.050199315	0.05479995	0.044987056	0.05262113	0.04597386	0.047385048	0.04779502	0.051146798	0.044296216	0.06042122	0.04784903	0.08599472	0.14000264	0.11018996	0.10226021	0.10530788	0.10147707	0.10427391	0.10338935	0.12075761	0.117640145	0.068484	0.06495804	0.07339803	0.07873542
BLS1_m1_phage_scaffolds_rijen21.fasta	0.027404362	0.047035906	0.049629852	0.04665479	0.06246474	0.054000344	0.047415957	0.06822708	0.05413534	0.050216187	0.0870617	0.058071535	0.05387292	0.051678263	-0	0.051410496	0.07312506	0.035996083	0.077087715	0.07813755	0.054231446	0.058937043	0.060690034	0.04557154	0.069823384	0.054664183	0.05488748	0.054562937	0.067559004	0.044015642	0.047297962	0.04966717	0.05909353	0.031322695	0.05316655	0.045722764	0.02902002	0.04275538	0.05234707	0.027046148	0.05711088	0.057944626	0.027615149	0.07011289	0.049417857	0.058816735	0.059743036	0.032317113	0.047991224	0.066473715	0.02962592	0.056881886	0.046511892	0.052043676	0.056781992	0.04009136	0.049420375	0.0629423	0.05063337	0.049123418	0.055817906	0.051231176	0.058711212	0.059608024	0.053300664	0.05400095	0.05180171	0.061851583	0.051175073	0.059015352	0.053623255	0.050755687	0.05225737	0.05325237	0.06697149	0.02942869	0.055006463	0.052968517	0.074011005	0.14619671	0.09372248	0.093764454	0.10869754	0.09989745	0.09855606	0.11439692	0.1350198	0.07131982	0.070391476	0.06960638	0.10007966	0.102438144
BLS2_2_phage_scaffolds_rijen21.fasta	0.046103094	0.044466216	0.06651627	0.050397728	0.07934222	0.050121207	0.04852814	0.0877153	0.039096713	0.059428263	0.09015293	0.04313456	0.042351928	0.045579232	0.051410496	-0	0.059686445	0.047708567	0.051499255	0.07848191	0.059392147	0.049798716	0.039999343	0.049539614	0.056621358	0.02714717	0.076208465	0.05232807	0.05413727	0.05593588	0.04891922	0.061019007	0.055706937	0.050815254	0.0560603	0.05967639	0.046062604	0.04938767	0.06960696	0.04880651	0.05185013	0.07450558	0.040725574	0.04849704	0.051932547	0.0652661	0.039937954	0.04797813	0.053762153	0.051007893	0.045740146	0.049018078	0.052952893	0.06085681	0.049398158	0.053376168	0.052260898	0.045497384	0.050666377	0.034753546	0.04835666	0.036156952	0.054783642	0.054329112	0.018886482	0.0418033	0.05016481	0.038656738	0.039194755	0.056300808	0.046408463	0.045139752	0.048190214	0.040384054	0.043073323	0.04855809	0.040485173	0.035165902	0.08933393	0.15103933	0.11277638	0.091208406	0.094610125	0.08978991	0.08338652	0.085524574	0.12297136	0.11662032	0.059424676	0.05745049	0.08108492	0.07912224
BLS2_7_phage_scaffolds_rijen21.fasta	0.06055792	0.053668067	0.068877526	0.06553602	0.06640784	0.05517576	0.07652557	0.07994125	0.050354693	0.071703106	0.08330066	0.054802164	0.060801845	0.044149276	0.07312506	0.059686445	-0	0.07341177	0.060647562	0.0488828	0.069081284	0.053060047	0.06575072	0.061687425	0.021560745	0.055426363	0.07203722	0.048313048	0.060619783	0.07610002	0.056017403	0.0674391	0.075605005	0.061743844	0.06466955	0.06772344	0.05603177	0.06534581	0.072091214	0.053751323	0.051714357	0.07777478	0.058757465	0.057161286	0.06316069	0.06493813	0.052532308	0.06709558	0.0696922	0.04923996	0.07028588	0.051068354	0.056408126	0.06654167	0.051161665	0.070635855	0.060701482	0.057166602	0.05853916	0.05701884	0.045347847	0.06404284	0.05531939	0.051836666	0.05041956	0.047878604	0.024469497	0.058848713	0.058315065	0.039792605	0.059034698	0.04928462	0.06130796	0.05836144	0.052203715	0.060102995	0.059517078	0.056873016	0.08757009	0.160688	0.11570927	0.116850644	0.11084432	0.09805331	0.108274736	0.10862112	0.10786978	0.12263805	0.07548002	0.08783227	0.085554026	0.10866259
BLS2_m1_phage_scaffolds_rijen21.fasta	0.033050716	0.047199085	0.05076886	0.02041081	0.06983259	0.05867361	0.04254006	0.06786438	0.057128303	0.03743767	0.08649456	0.039726708	0.05377794	0.056243744	0.035996083	0.047708567	0.07341177	-0	0.061791666	0.08350735	0.054899942	0.061984528	0.06619647	0.049440846	0.06701224	0.05174002	0.054697365	0.055931207	0.060537547	0.03530441	0.045497276	0.06328861	0.058294326	0.0365656	0.051645476	0.046592332	0.027764564	0.03456536	0.059822824	0.036381077	0.059647433	0.05216347	0.037025932	0.05186984	0.04823039	0.045444317	0.049429625	0.030888984	0.05641302	0.061509516	0.03581755	0.056006927	0.044748954	0.048758797	0.052405067	0.03312613	0.04605543	0.053144783	0.041473422	0.047453504	0.06267914	0.048237953	0.05629846	0.058047518	0.045543164	0.052604835	0.06605697	0.05803834	0.038659334	0.05674477	0.065534286	0.054742176	0.049983144	0.05039813	0.053967454	0.036247566	0.040119458	0.041952074	0.08801519	0.13307713	0.09415148	0.11943233	0.10331688	0.11012515	0.09499897	0.12506926	0.13654539	0.11048463	0.066420086	0.060065314	0.07782236	0.08576031
BLS3_2_phage_scaffolds_rijen21.fasta	0.057352643	0.060373172	0.07775722	0.054011934	0.08897027	0.060397238	0.06234618	0.122973695	0.050322	0.08211924	0.10390272	0.055230778	0.06674442	0.050843038	0.077087715	0.051499255	0.060647562	0.061791666	-0	0.065599136	0.06371133	0.070396096	0.06739967	0.07053567	0.061225545	0.07196164	0.10045731	0.06803979	0.07606611	0.059182562	0.05718919	0.10447812	0.08405654	0.07253051	0.057945143	0.0673822	0.062309463	0.062578656	0.08667567	0.07554988	0.06895037	0.09991084	0.06496204	0.05460063	0.067516625	0.09315918	0.05030444	0.06693837	0.057813674	0.02466747	0.06453095	0.058023658	0.06071638	0.0675864	0.06586713	0.07318477	0.05826465	0.064884804	0.061039515	0.055830896	0.03743561	0.05345141	0.070786275	0.06722559	0.04725575	0.054522637	0.053963333	0.051380936	0.06282163	0.05307761	0.05436462	0.06053944	0.07222695	0.05288221	0.054754045	0.0736033	0.066756345	0.058396623	0.095536694	0.16522962	0.13249353	0.10244161	0.10499015	0.101225056	0.097624674	0.10327168	0.14434358	0.13165873	0.06295282	0.063462645	0.07556592	0.07892166
BLS3_7_phage_scaffolds_rijen21.fasta	0.084147625	0.068750575	0.07916047	0.087422766	0.06698772	0.06874395	0.08686348	0.08945544	0.070393674	0.06658849	0.08915721	0.08304228	0.08066498	0.06267859	0.07813755	0.07848191	0.0488828	0.08350735	0.065599136	-0	0.09283647	0.058725484	0.07938732	0.07967069	0.048902433	0.07144249	0.07541001	0.040240414	0.081243	0.060376517	0.07518829	0.08028701	0.07607569	0.09249624	0.0945381	0.074434	0.07787704	0.076355584	0.08631313	0.069627225	0.05821655	0.07806989	0.07495851	0.07098342	0.08745605	0.07485947	0.07572027	0.08378016	0.09398414	0.06742475	0.08456649	0.065351814	0.080841385	0.07564397	0.063693225	0.0812811	0.07854084	0.06285288	0.074675314	0.07313594	0.061359372	0.059506487	0.069219954	0.06726565	0.0654632	0.06354869	0.0588514	0.06379006	0.07178556	0.050855767	0.058155682	0.07003606	0.07566153	0.071078725	0.065487154	0.08261601	0.07504515	0.06955993	0.09928514	0.19181736	0.115033954	0.12461882	0.123365775	0.10552741	0.09365363	0.11973624	0.1114774	0.14072952	0.0966145	0.09708591	0.10648388	0.098855615
BLS3_m1_phage_scaffolds_rijen21.fasta	0.054885644	0.052099872	0.063954204	0.03780797	0.07483703	0.06466571	0.040460717	0.08304272	0.05664018	0.06099551	0.0981016	0.05793243	0.054557927	0.062205367	0.054231446	0.059392147	0.069081284	0.054899942	0.06371133	0.09283647	-0	0.06947596	0.058436867	0.058729086	0.072364576	0.06624711	0.058110304	0.063367285	0.053294785	0.05700194	0.0570206	0.072776966	0.06696951	0.053851105	0.05194683	0.05284217	0.047491137	0.054678515	0.065494604	0.055110004	0.063972704	0.07071685	0.057999745	0.06485632	0.05840892	0.079890296	0.055353094	0.04760065	0.04324906	0.060570512	0.05244557	0.063000605	0.0452065	0.055909034	0.061832834	0.056507055	0.05683741	0.062323373	0.05646091	0.057065535	0.056687415	0.055895206	0.06243702	0.059251923	0.058915455	0.057124816	0.064997956	0.05219976	0.061945323	0.06642543	0.066184565	0.06020389	0.06399624	0.051726997	0.056824673	0.051083103	0.06193268	0.055550296	0.090534985	0.14841384	0.09464082	0.11006033	0.10704785	0.10317592	0.09054425	0.1001353	0.14213642	0.12457206	0.06859266	0.0679116	0.10361188	0.113810614
BLS4_2_phage_scaffolds_rijen21.fasta	0.06949687	0.059035312	0.07448526	0.07328878	0.06361801	0.07304845	0.07224574	0.06966247	0.046891753	0.05222882	0.08463322	0.0641206	0.053813364	0.03380019	0.058937043	0.049798716	0.053060047	0.061984528	0.070396096	0.058725484	0.06947596	-0	0.051007245	0.063484706	0.05179628	0.038349897	0.059395064	0.03995857	0.057921354	0.0756272	0.054426514	0.07539515	0.0692884	0.048338313	0.07826775	0.061147895	0.049586896	0.06921877	0.075417824	0.043614637	0.042302348	0.06622092	0.052317623	0.060726482	0.059782058	0.05199154	0.052758638	0.057890024	0.08874586	0.062070232	0.061691437	0.049347978	0.06696432	0.061434124	0.048095435	0.070196345	0.07568424	0.05367964	0.06070279	0.042135075	0.053870678	0.057394095	0.04924251	0.030074187	0.06088804	0.034461387	0.05676035	0.05539441	0.053216204	0.062872835	0.059785385	0.050078154	0.04602673	0.045571934	0.049558993	0.05310449	0.05960182	0.041898694	0.0908784	0.14338166	0.10192539	0.11390355	0.10887775	0.08597157	0.09375204	0.09826722	0.10495913	0.1129767	0.07526046	0.084006764	0.10313346	0.12442942
BLS4_7_phage_scaffolds_rijen21.fasta	0.063112766	0.047844082	0.06604574	0.06878305	0.07159662	0.061546456	0.062019255	0.07868455	0.04786543	0.055836238	0.071078435	0.062316	0.03383066	0.050595224	0.060690034	0.039999343	0.06575072	0.06619647	0.06739967	0.07938732	0.058436867	0.051007245	-0	0.06236769	0.068269804	0.03467289	0.07084212	0.0566609	0.04615826	0.07763908	0.056671027	0.06518547	0.057154577	0.060298234	0.057714228	0.05750148	0.06294508	0.06663803	0.06262423	0.05749556	0.0480887	0.07900923	0.056598518	0.055686366	0.051674023	0.07237476	0.045666225	0.060243253	0.06645577	0.057122443	0.064214505	0.050393872	0.052291516	0.060819313	0.0505867	0.076738596	0.057915773	0.04729032	0.050657447	0.04505872	0.0510656	0.03732142	0.0532113	0.05863022	0.041625522	0.041426897	0.06584772	0.047772072	0.06123217	0.061684426	0.049429394	0.058697466	0.050515525	0.039578326	0.043838352	0.051785637	0.054405216	0.043418072	0.096100755	0.11239573	0.09891256	0.109767154	0.098183274	0.084279336	0.075593285	0.08572697	0.1322287	0.14035279	0.08460999	0.0802357	0.085850894	0.08473791
BLS4_m1_phage_scaffolds_rijen21.fasta	0.04235541	0.04997545	0.06284942	0.049608532	0.07769725	0.056176543	0.048442043	0.08251985	0.049385663	0.0438617	0.089821115	0.06432165	0.062980585	0.05323451	0.04557154	0.049539614	0.061687425	0.049440846	0.07053567	0.07967069	0.058729086	0.063484706	0.06236769	-0	0.06587563	0.061214726	0.07231487	0.06715274	0.06907554	0.055694297	0.048847236	0.037259936	0.06261991	0.05164019	0.058482967	0.057268627	0.04236178	0.057178374	0.06351027	0.045725852	0.063497715	0.070393845	0.041868575	0.059556518	0.04858957	0.07104254	0.05301746	0.049584325	0.05403052	0.061133273	0.045507602	0.060279906	0.050781496	0.055535372	0.06599291	0.053254988	0.050892524	0.06497056	0.048971754	0.05377444	0.05680155	0.057964128	0.05855817	0.06690341	0.055853393	0.057318717	0.058319326	0.061853535	0.06257243	0.058507252	0.053037114	0.060733914	0.052447148	0.061616734	0.054681722	0.048993368	0.06923599	0.05218984	0.07818695	0.15349568	0.104650065	0.08071007	0.08951509	0.09133169	0.08998587	0.09867999	0.12577014	0.09378155	0.058159634	0.056647282	0.086957894	0.1056336
BLS5_2_phage_scaffolds_rijen21.fasta	0.0671424	0.056831658	0.054421425	0.072525404	0.065383695	0.060414895	0.07451892	0.07776027	0.051697608	0.068120666	0.08659267	0.058599968	0.06506346	0.045911018	0.069823384	0.056621358	0.021560745	0.06701224	0.061225545	0.048902433	0.072364576	0.05179628	0.068269804	0.06587563	-0	0.05608625	0.07289544	0.046624564	0.060502417	0.07603764	0.060700584	0.073067136	0.07306931	0.06821884	0.07358492	0.064548865	0.058582846	0.068010345	0.059972264	0.05527953	0.04778319	0.074363254	0.06341049	0.063872784	0.06965849	0.063551955	0.060252465	0.06301127	0.07357402	0.05554984	0.06821241	0.054082576	0.057799574	0.05827205	0.053281683	0.0685698	0.05611387	0.06459623	0.06565896	0.05613171	0.049355846	0.06923692	0.05842136	0.053683106	0.056214795	0.051065598	0.033851303	0.065422215	0.053946685	0.045939386	0.062677056	0.05322461	0.06339746	0.060467307	0.050793342	0.062708296	0.05835863	0.063034855	0.08862245	0.15292609	0.115136914	0.11339091	0.111421555	0.09928661	0.09306304	0.115780294	0.11036789	0.11648177	0.07018752	0.081760004	0.08321759	0.09979755
BLS5_7_phage_scaffolds_rijen21.fasta	0.054059435	0.04814113	0.07596861	0.06313196	0.06358179	0.05434188	0.06388323	0.07137188	0.045913957	0.052098718	0.082285285	0.044434708	0.04190828	0.048092123	0.054664183	0.02714717	0.055426363	0.05174002	0.07196164	0.07144249	0.06624711	0.038349897	0.03467289	0.061214726	0.05608625	-0	0.064034976	0.053054836	0.049142014	0.06607959	0.054269884	0.0748271	0.06240755	0.05305966	0.057540033	0.06186006	0.04436941	0.05263977	0.07414936	0.045808896	0.042658307	0.06751368	0.042008784	0.05148481	0.056438636	0.05042673	0.038645666	0.055113837	0.07216068	0.060980957	0.054410595	0.050881576	0.057611972	0.06394596	0.04118293	0.05849875	0.06306752	0.04127544	0.05357686	0.03621477	0.052692525	0.034587666	0.050390933	0.0450287	0.029709145	0.042325754	0.06174023	0.046388518	0.044004295	0.05556882	0.051839933	0.052371345	0.047234304	0.044346903	0.043274414	0.050163426	0.039746784	0.030865973	0.092410035	0.13444838	0.10285082	0.11513285	0.10870659	0.10150774	0.09219931	0.10395464	0.11496608	0.12630475	0.07692772	0.08250555	0.082142085	0.09450223
BLS5_m1_phage_scaffolds_rijen21.fasta	0.06881924	0.052610718	0.05502839	0.07195996	0.044999994	0.07175955	0.059146255	0.045634475	0.07789083	0.04663786	0.07604754	0.07316705	0.059896063	0.06777476	0.05488748	0.076208465	0.07203722	0.054697365	0.10045731	0.07541001	0.058110304	0.059395064	0.07084212	0.07231487	0.07289544	0.064034976	-0	0.055921577	0.060694177	0.05159908	0.0739726	0.06311065	0.048786305	0.05899456	0.0481991	0.049191575	0.053386208	0.05624325	0.05563721	0.050813653	0.0645002	0.04134768	0.065749265	0.07785595	0.06359746	0.048586126	0.07284558	0.061423447	0.079261854	0.091383785	0.06405115	0.07049464	0.040352732	0.057269275	0.06757758	0.049715336	0.06858987	0.067852594	0.05189541	0.054942824	0.07351306	0.068253584	0.06022824	0.051082067	0.07040856	0.065471075	0.07113178	0.07741176	0.062394984	0.06789305	0.082019694	0.067382306	0.05930686	0.06333976	0.065482534	0.06028449	0.0626685	0.06168919	0.093240686	0.15623477	0.08074895	0.13339351	0.116034836	0.10593691	0.10178967	0.118829645	0.1427379	0.12699322	0.08801715	0.085125625	0.120556965	0.13031167
BLS6_2_phage_scaffolds_rijen21.fasta	0.064597905	0.059581436	0.060255107	0.06375666	0.06189854	0.05680179	0.06557947	0.07023175	0.05780246	0.063139364	0.08987746	0.06439155	0.054050118	0.052866563	0.054562937	0.05232807	0.048313048	0.055931207	0.06803979	0.040240414	0.063367285	0.03995857	0.0566609	0.06715274	0.046624564	0.053054836	0.055921577	-0	0.061903443	0.056462236	0.059210226	0.07952736	0.06513426	0.058508378	0.06776178	0.056172866	0.051580105	0.05616912	0.061759636	0.056107137	0.05124882	0.070161134	0.051861584	0.0605873	0.06119873	0.057002895	0.05433301	0.06258695	0.07135363	0.06831104	0.062668234	0.058816884	0.05548075	0.060168087	0.053547464	0.05440965	0.07258399	0.05060253	0.06167113	0.04900502	0.058644302	0.058880463	0.0535358	0.045004204	0.05811941	0.047215335	0.048921946	0.065277815	0.062301934	0.0451802	0.05654078	0.06235503	0.0648323	0.05648642	0.057485044	0.05906965	0.057720263	0.047937103	0.10005951	0.1766332	0.11020021	0.115353435	0.12783185	0.11303446	0.10019066	0.13038416	0.12581666	0.13116439	0.066255435	0.07021465	0.098009236	0.100486934
BLS6_7_phage_scaffolds_rijen21.fasta	0.064984486	0.054371633	0.07410907	0.071438394	0.07864837	0.057094187	0.06931649	0.07033143	0.052184157	0.064872146	0.084914796	0.06352185	0.043310687	0.05681508	0.067559004	0.05413727	0.060619783	0.060537547	0.07606611	0.081243	0.053294785	0.057921354	0.04615826	0.06907554	0.060502417	0.049142014	0.060694177	0.061903443	-0	0.06319823	0.065566234	0.07005907	0.07407431	0.051459257	0.06384909	0.06593928	0.056423828	0.061844897	0.072569475	0.057546474	0.048673525	0.07339208	0.05792789	0.059564926	0.060998037	0.07094373	0.04766176	0.056694806	0.06958375	0.066099785	0.06868715	0.051728375	0.052096386	0.07004191	0.05699001	0.06503596	0.07244156	0.056399442	0.06347722	0.032511022	0.064846344	0.047548827	0.057480633	0.04785096	0.04956344	0.051884506	0.06151791	0.03150467	0.05999857	0.06367789	0.056449752	0.058875907	0.06115594	0.05841527	0.0475705	0.04934178	0.056787185	0.04629438	0.08549147	0.14300382	0.07594105	0.11137179	0.11866948	0.11728996	0.096849315	0.11084812	0.12266738	0.11495331	0.083347	0.08181894	0.104799114	0.103723854
BLS6_m1_phage_scaffolds_rijen21.fasta	0.040938538	0.049342804	0.051233254	0.038961228	0.059161786	0.062162552	0.0431184	0.0724416	0.07366245	0.051185	0.09511797	0.055977277	0.06324226	0.07084266	0.044015642	0.05593588	0.07610002	0.03530441	0.059182562	0.060376517	0.05700194	0.0756272	0.07763908	0.055694297	0.07603764	0.06607959	0.05159908	0.056462236	0.06319823	-0	0.052404743	0.06700184	0.06565459	0.039639078	0.047096353	0.041446187	0.034624588	0.022542251	0.057610106	0.045004502	0.06526133	0.05364242	0.04109537	0.063580416	0.053888306	0.06551072	0.062217414	0.03464833	0.062217128	0.073293164	0.042794805	0.06251616	0.035541102	0.03911999	0.06670914	0.020552577	0.04289356	0.0646522	0.048136078	0.047679953	0.07433021	0.04882328	0.06852337	0.062087923	0.05136523	0.07536905	0.06439479	0.05303193	0.05059392	0.068852484	0.064140186	0.05975882	0.069904536	0.073880814	0.06703288	0.03589345	0.054085482	0.05406526	0.08817507	0.14409919	0.09813003	0.08996646	0.0788504	0.11283927	0.110505275	0.120725825	0.13229974	0.11859664	0.0639987	0.060935568	0.08168089	0.08376129
